2021, 1, 156181231.0
2020, 12, 218300503.0
2020, 11, 188726798.0
2020, 10, 117181309.0
2020, 9, 171638268.0
2020, 8, 231968857.0
2020, 7, 181073498.0
2020, 6, 197635027.0
2020, 5, 184329518.0
2020, 4, 227410274.0
2020, 3, 216567289.0
2020, 2, 173171481.0
2020, 1, 112802936.0
2019, 12, 193168072.0
2019, 11, 242275276.0
2019, 10, 216152309.0
2019, 9, 115021482.0
2019, 8, 197828798.0
2019, 7, 265063384.0
2019, 6, 195902531.0
2019, 5, 151801779.0
2019, 4, 217227369.0
2019, 3, 181449520.0
2019, 2, 111040880.0
2019, 1, 180841426.0
2018, 12, 286043784.0
2018, 11, 170778972.0
2018, 10, 177214296.0
2018, 9, 260059248.0
2018, 8, 131689431.0
2018, 7, 235809690.0
2018, 6, 155677207.0
2018, 5, 190186281.0
2018, 4, 211491420.0
2018, 3, 133082447.0
2018, 2, 163402069.0
2018, 1, 204130934.0
2017, 12, 229109150.0
2017, 11, 125782701.0
2017, 10, 187262794.0
2017, 9, 187847134.0
2017, 8, 299214601.0
2017, 7, 206325749.0
2017, 6, 226470192.0
2017, 5, 229809576.0
2017, 4, 150619594.0
2017, 3, 168590875.0
2017, 2, 233021595.0
2017, 1, 159527566.0
2016, 12, 222520122.0
2016, 11, 243503675.0
2016, 10, 198647623.0
2016, 9, 177969150.0
2016, 8, 247136280.0
2016, 7, 141568669.0
2016, 6, 210145498.0
2016, 5, 227007071.0
2016, 4, 206392746.0
2016, 3, 140333464.0
2016, 2, 144676519.0
2016, 1, 195178380.0
2015, 12, 217242287.0
2015, 11, 210324241.0
2015, 10, 149690485.0
2015, 9, 173669290.0
2015, 8, 244402280.0
2015, 7, 154333319.0
2015, 6, 146109628.0
2015, 5, 260981622.0
2015, 4, 215844547.0
2015, 3, 217356081.0
2015, 2, 162108597.0
2015, 1, 309834610.0
2014, 12, 192703756.0
2014, 11, 155743379.0
2014, 10, 211634331.0
2014, 9, 124443535.0
2014, 8, 180719887.0
2014, 7, 105576837.0
2014, 6, 137547202.0
2014, 5, 111123954.0
2014, 4, 131465619.0
2014, 3, 157378824.0
2014, 2, 102741248.0
2014, 1, 244400743.0
2013, 12, 151879381.0
2013, 11, 183872140.0
2013, 10, 189309560.0
2013, 9, 170238803.0
2013, 8, 220680079.0
2013, 7, 162304846.0
2013, 6, 242237111.0
2013, 5, 159157661.0
2013, 4, 166379186.0
2013, 3, 154072308.0
2013, 2, 221112265.0
2013, 1, 207070087.0
2012, 12, 185006335.0
2012, 11, 226414912.0
2012, 10, 233226648.0
2012, 9, 175145764.0
2012, 8, 158647583.0
2012, 7, 214919136.0
2012, 6, 132882775.0
2012, 5, 116815200.0
2012, 4, 241359992.0
2012, 3, 193692084.0
2012, 2, 194448364.0
2012, 1, 167019846.0
2011, 12, 207072245.0
2011, 11, 175210145.0
2011, 10, 209762208.0
2011, 9, 240798522.0
2011, 8, 174072884.0
2011, 7, 200454974.0
2011, 6, 208362283.0
2011, 5, 234839579.0
2011, 4, 138508935.0
2011, 3, 259972760.0
2011, 2, 156241910.0
2011, 1, 156067229.0
2010, 12, 184204124.0
2010, 11, 186818588.0
2010, 10, 139743817.0
2010, 9, 132739000.0
2010, 8, 170516786.0
2010, 7, 239648301.0
2010, 6, 174033332.0
2010, 5, 170475611.0
2010, 4, 197670254.0
2010, 3, 182627883.0
